"","len","cluster"
"10000",151,"1"
"10001",99,"1"
"10002",73,"1"
"10003",77,"1"
"10004",34,"1"
"10005",186,"1"
"10006",138,"1"
"10007",156,"1"
"10008",46,"1"
"10009",64,"1"
"10010",79,"1"
"10011",89,"1"
"10012",122,"1"
"10013",133,"1"
"10014",126,"1"
"10015",324,"2"
"10016",127,"1"
"10017",123,"1"
"10018",123,"1"
"10019",131,"1"
"10020",35,"1"
"10021",194,"2"
"10022",122,"1"
"10023",150,"1"
"10024",118,"1"
"10025",148,"1"
"10026",406,"2"
"10027",131,"1"
"10028",131,"1"
"10029",286,"2"
"10030",166,"1"
"10031",145,"1"
"10032",133,"1"
"10033",127,"1"
"10034",121,"1"
"10035",134,"1"
"10036",155,"1"
"10037",84,"1"
"10038",342,"2"
"10039",83,"1"
"10040",133,"1"
"10041",232,"2"
"10042",52,"1"
"10043",67,"1"
"10044",90,"1"
"10045",149,"1"
"10046",42,"1"
"10047",184,"1"
"10048",122,"1"
"10049",173,"1"
"10050",119,"1"
"10051",86,"1"
"10052",55,"1"
"10053",136,"1"
"10054",147,"1"
"10055",104,"1"
"10056",198,"2"
"10057",519,"2"
"10058",471,"2"
"10059",172,"1"
"10060",122,"1"
"10061",387,"2"
"10062",380,"2"
"10063",107,"1"
"10064",137,"1"
"10065",133,"1"
"10066",261,"2"
"10067",94,"1"
"10068",137,"1"
"10069",797,"2"
"10070",70,"1"
"10071",152,"1"
"10072",134,"1"
"10073",124,"1"
"10074",226,"2"
"10075",151,"1"
"10076",215,"2"
"10077",138,"1"
"10078",69,"1"
"10079",37,"1"
"10080",159,"1"
"10081",169,"1"
"10082",162,"1"
"10083",128,"1"
"10084",202,"2"
"10085",240,"2"
"10086",253,"2"
"10087",161,"1"
"10088",233,"2"
"10089",123,"1"
"10090",74,"1"
"10091",421,"2"
"10092",271,"2"
"10093",150,"1"
"10094",132,"1"
"10095",98,"1"
"10096",137,"1"
"10097",161,"1"
"10098",409,"2"
"10099",131,"1"
"10100",75,"1"
"10101",99,"1"
"10102",121,"1"
"10103",68,"1"
"10104",132,"1"
"10105",137,"1"
"10106",139,"1"
"10107",129,"1"
"10108",421,"2"
"10109",177,"1"
"10110",47,"1"
"10111",124,"1"
"10112",121,"1"
"10113",125,"1"
"10114",124,"1"
"10115",189,"2"
"10116",74,"1"
"10117",229,"2"
"10118",38,"1"
"10119",178,"1"
"10120",144,"1"
"10121",242,"2"
"10122",254,"2"
"10123",52,"1"
"10124",152,"1"
"10125",173,"1"
"10126",325,"2"
"10127",204,"2"
"10128",218,"2"
"10129",147,"1"
"10130",268,"2"
"10131",94,"1"
"10132",166,"1"
"10133",112,"1"
"10134",217,"2"
"10135",192,"2"
"10136",57,"1"
"10137",252,"2"
"10138",464,"2"
"10139",378,"2"
"10140",450,"2"
"10141",110,"1"
"10142",137,"1"
"10143",150,"1"
"10144",124,"1"
"10145",325,"2"
"10146",552,"2"
"10147",166,"1"
"10148",82,"1"
"10149",42,"1"
"10150",53,"1"
"10151",161,"1"
"10152",55,"1"
"10153",42,"1"
"10154",49,"1"
"10155",46,"1"
"10156",163,"1"
"10157",215,"2"
"10158",128,"1"
"10159",206,"2"
"10160",207,"2"
"10161",209,"2"
"10162",150,"1"
"10163",485,"2"
"10164",123,"1"
"10165",119,"1"
"10166",151,"1"
"10167",177,"1"
"10168",153,"1"
"10169",190,"2"
"10170",177,"1"
"10171",121,"1"
"10172",175,"1"
"10173",161,"1"
"10174",205,"2"
"10175",450,"2"
"10176",85,"1"
"10177",209,"2"
"10178",55,"1"
"10179",83,"1"
"10180",191,"2"
"10181",52,"1"
"10182",385,"2"
"10183",34,"1"
"10184",129,"1"
"10185",77,"1"
"10186",50,"1"
"10187",363,"2"
"10188",46,"1"
"10189",83,"1"
"10190",119,"1"
"10191",152,"1"
"10192",75,"1"
"10193",154,"1"
"10194",109,"1"
"10195",131,"1"
"10196",135,"1"
"10197",142,"1"
"10198",248,"2"
"10199",174,"1"
"10200",312,"2"
"10201",123,"1"
"10202",260,"2"
"10203",128,"1"
"10204",128,"1"
"10205",42,"1"
"10206",124,"1"
"10207",144,"1"
"10208",245,"2"
"10209",78,"1"
"10210",136,"1"
"10211",66,"1"
"10212",299,"2"
"10213",124,"1"
"10214",71,"1"
"10215",53,"1"
"10216",112,"1"
"10217",90,"1"
"10218",194,"2"
"10219",141,"1"
"10220",84,"1"
"10221",103,"1"
"10222",259,"2"
"10223",96,"1"
"10224",203,"2"
"10225",391,"2"
"10226",129,"1"
"10227",133,"1"
"10228",136,"1"
"10229",138,"1"
"10230",122,"1"
"10231",146,"1"
"10232",33,"1"
"10233",52,"1"
"10234",128,"1"
"10235",130,"1"
"10236",57,"1"
"10237",131,"1"
"10238",45,"1"
"10239",57,"1"
"10240",126,"1"
"10241",45,"1"
"10242",57,"1"
"10243",38,"1"
"10244",125,"1"
"10245",123,"1"
"10246",123,"1"
"10247",97,"1"
"10248",226,"2"
"10249",103,"1"
"10250",762,"2"
"10251",33,"1"
"10252",108,"1"
"10253",120,"1"
"10254",122,"1"
"10255",68,"1"
"10256",123,"1"
"10257",120,"1"
"10258",142,"1"
"10259",123,"1"
"10260",131,"1"
"10261",60,"1"
"10262",57,"1"
"10263",683,"2"
"10264",153,"1"
"10265",133,"1"
"10266",182,"1"
"10267",155,"1"
"10268",137,"1"
"10269",48,"1"
"10270",206,"2"
"10271",131,"1"
"10272",126,"1"
"10273",115,"1"
"10274",115,"1"
"10275",45,"1"
"10276",132,"1"
"10277",53,"1"
"10278",122,"1"
"10279",56,"1"
"10280",58,"1"
"10281",62,"1"
"10282",44,"1"
"10283",145,"1"
"10284",81,"1"
"10285",42,"1"
"10286",54,"1"
"10287",74,"1"
"10288",43,"1"
"10289",134,"1"
"10290",156,"1"
"10291",171,"1"
"10292",132,"1"
"10293",73,"1"
"10294",126,"1"
"10295",72,"1"
"10296",70,"1"
"10297",37,"1"
"10298",151,"1"
"10299",150,"1"
"10300",131,"1"
"10301",91,"1"
"10302",138,"1"
"10303",149,"1"
"10304",188,"2"
"10305",127,"1"
"10306",124,"1"
"10307",34,"1"
"10308",93,"1"
"10309",122,"1"
"10310",40,"1"
"10311",49,"1"
"10312",159,"1"
"10313",221,"2"
"10314",158,"1"
"10315",129,"1"
"10316",68,"1"
"10317",152,"1"
"10318",60,"1"
"10319",60,"1"
"10320",36,"1"
"10321",123,"1"
"10322",734,"2"
"10323",169,"1"
"10324",225,"2"
"10325",268,"2"
"10326",124,"1"
"10327",508,"2"
"10328",795,"2"
"10329",510,"2"
"10330",139,"1"
"10331",588,"2"
"10332",156,"1"
"10333",119,"1"
"10334",237,"2"
"10335",146,"1"
"10336",188,"2"
"10337",211,"2"
"10338",152,"1"
"10339",143,"1"
"10340",216,"2"
"10341",466,"2"
"10342",171,"1"
"10343",128,"1"
"10344",334,"2"
"10345",164,"1"
"10346",137,"1"
"10347",138,"1"
"10348",139,"1"
"10349",235,"2"
"10350",159,"1"
"10351",181,"1"
"10352",121,"1"
"10353",191,"2"
"10354",197,"2"
"10355",244,"2"
"10356",235,"2"
"10357",120,"1"
"10358",122,"1"
"10359",230,"2"
"10360",138,"1"
"10361",135,"1"
"10362",630,"2"
"10363",139,"1"
"10364",133,"1"
"10365",156,"1"
"10366",259,"2"
"10367",142,"1"
"10368",201,"2"
"10369",121,"1"
"10370",180,"1"
"10371",359,"2"
"10372",131,"1"
"10373",133,"1"
"10374",215,"2"
"10375",171,"1"
"10376",123,"1"
"10377",177,"1"
"10378",175,"1"
"10379",189,"2"
"10380",125,"1"
"10381",270,"2"
"10382",265,"2"
"10383",133,"1"
"10384",282,"2"
"10385",143,"1"
"10386",126,"1"
"10387",141,"1"
"10388",128,"1"
"10389",161,"1"
"10390",130,"1"
"10391",222,"2"
"10392",140,"1"
"10393",245,"2"
"10394",123,"1"
"10395",119,"1"
"10396",231,"2"
"10397",136,"1"
"10398",118,"1"
"10399",140,"1"
"10400",236,"2"
"10401",248,"2"
"10402",202,"2"
"10403",369,"2"
"10404",133,"1"
"10405",191,"2"
"10406",132,"1"
"10407",229,"2"
"10408",124,"1"
"10409",107,"1"
"10410",39,"1"
"10411",277,"2"
"10412",141,"1"
"10413",74,"1"
"10414",120,"1"
"10415",107,"1"
"10416",47,"1"
"10417",118,"1"
"10418",196,"2"
"10419",30,"1"
"10420",70,"1"
"10421",41,"1"
"10422",122,"1"
"10423",321,"2"
"10424",34,"1"
"10425",46,"1"
"10426",151,"1"
"10427",121,"1"
"10428",164,"1"
"10429",127,"1"
"10430",102,"1"
"10431",71,"1"
"10432",61,"1"
"10433",50,"1"
"10434",62,"1"
"10435",316,"2"
"10436",71,"1"
"10437",177,"1"
"10438",46,"1"
"10439",135,"1"
"10440",45,"1"
"10441",127,"1"
"10442",124,"1"
"10443",36,"1"
"10444",91,"1"
"10445",53,"1"
"10446",148,"1"
"10447",172,"1"
"10448",59,"1"
"10449",137,"1"
"10450",347,"2"
"10451",57,"1"
"10452",133,"1"
"10453",74,"1"
"10454",33,"1"
"10455",54,"1"
"10456",200,"2"
"10457",203,"2"
"10458",162,"1"
"10459",120,"1"
"10460",90,"1"
"10461",62,"1"
"10462",140,"1"
"10463",41,"1"
"10464",181,"1"
"10465",301,"2"
"10466",170,"1"
"10467",38,"1"
"10468",62,"1"
"10469",118,"1"
"10470",60,"1"
"10471",152,"1"
"10472",121,"1"
"10473",79,"1"
"10474",200,"2"
"10475",133,"1"
"10476",133,"1"
"10477",59,"1"
"10478",136,"1"
"10479",124,"1"
"10480",98,"1"
"10481",53,"1"
"10482",137,"1"
"10483",173,"1"
"10484",35,"1"
"10485",29,"1"
"10486",75,"1"
"10487",69,"1"
"10488",173,"1"
"10489",156,"1"
"10490",131,"1"
"10491",139,"1"
"10492",121,"1"
"10493",49,"1"
"10494",37,"1"
"10495",66,"1"
"10496",72,"1"
"10497",137,"1"
"10498",96,"1"
"10499",311,"2"
"10500",124,"1"
"10501",65,"1"
"10502",90,"1"
"10503",205,"2"
"10504",58,"1"
"10505",58,"1"
"10506",136,"1"
"10507",72,"1"
"10508",38,"1"
"10509",36,"1"
"10510",119,"1"
"10511",54,"1"
"10512",115,"1"
"10513",106,"1"
"10514",32,"1"
"10515",71,"1"
"10516",196,"2"
"10517",168,"1"
"10518",255,"2"
"10519",151,"1"
"10520",123,"1"
"10521",202,"2"
"10522",45,"1"
"10523",84,"1"
"10524",122,"1"
"10525",122,"1"
"10526",103,"1"
"10527",136,"1"
"10528",44,"1"
"10529",135,"1"
"10530",150,"1"
"10531",119,"1"
"10532",133,"1"
"10533",36,"1"
"10534",43,"1"
"10535",130,"1"
"10536",124,"1"
"10537",150,"1"
"10538",67,"1"
"10539",138,"1"
"10540",153,"1"
"10541",161,"1"
"10542",100,"1"
"10543",126,"1"
"10544",172,"1"
"10545",59,"1"
"10546",115,"1"
"10547",159,"1"
"10548",102,"1"
"10549",142,"1"
"10550",130,"1"
"10551",145,"1"
"10552",127,"1"
"10553",67,"1"
"10554",125,"1"
"10555",125,"1"
"10556",155,"1"
"10557",57,"1"
"10558",47,"1"
"10559",124,"1"
"10560",70,"1"
"10561",70,"1"
"10562",59,"1"
"10563",80,"1"
"10564",126,"1"
"10565",124,"1"
"10566",123,"1"
"10567",172,"1"
"10568",132,"1"
"10569",48,"1"
"10570",46,"1"
"10571",32,"1"
"10572",33,"1"
"10573",41,"1"
"10574",43,"1"
"10575",133,"1"
"10576",130,"1"
"10577",134,"1"
"10578",134,"1"
"10579",125,"1"
"10580",122,"1"
"10581",128,"1"
"10582",133,"1"
"10583",29,"1"
"10584",119,"1"
"10585",49,"1"
"10586",129,"1"
"10587",143,"1"
"10588",35,"1"
"10589",69,"1"
"10590",178,"1"
"10591",127,"1"
"10592",78,"1"
"10593",139,"1"
"10594",119,"1"
"10595",119,"1"
"10596",105,"1"
"10597",97,"1"
"10598",38,"1"
"10599",126,"1"
"10600",128,"1"
"10601",42,"1"
"10602",127,"1"
"10603",138,"1"
"10604",67,"1"
"10605",120,"1"
"10606",176,"1"
"10607",134,"1"
"10608",79,"1"
"10609",99,"1"
"10610",51,"1"
"10611",39,"1"
"10612",44,"1"
"10613",136,"1"
"10614",120,"1"
"10615",111,"1"
"10616",127,"1"
"10617",138,"1"
"10618",124,"1"
"10619",240,"2"
"10620",161,"1"
"10621",124,"1"
"10622",113,"1"
"10623",143,"1"
"10624",72,"1"
"10625",129,"1"
"10626",123,"1"
"10627",110,"1"
"10628",74,"1"
"10629",122,"1"
"10630",117,"1"
"10631",59,"1"
"10632",139,"1"
"10633",123,"1"
"10634",126,"1"
"10635",127,"1"
"10636",29,"1"
"10637",251,"2"
"10638",141,"1"
"10639",153,"1"
"10640",164,"1"
"10641",41,"1"
"10642",119,"1"
"10643",37,"1"
"10644",36,"1"
"10645",120,"1"
"10646",211,"2"
"10647",118,"1"
"10648",126,"1"
"10649",121,"1"
"10650",95,"1"
"10651",137,"1"
"10652",126,"1"
"10653",118,"1"
"10654",123,"1"
"10655",130,"1"
"10656",130,"1"
"10657",43,"1"
"10658",124,"1"
"10659",41,"1"
"10660",124,"1"
"10661",124,"1"
"10662",132,"1"
"10663",123,"1"
"10664",79,"1"
"10665",146,"1"
"10666",120,"1"
"10667",133,"1"
"10668",151,"1"
"10669",72,"1"
"10670",122,"1"
"10671",130,"1"
"10672",151,"1"
"10673",43,"1"
"10674",40,"1"
"10675",130,"1"
"10676",127,"1"
"10677",149,"1"
"10678",47,"1"
"10679",180,"1"
"10680",31,"1"
"10681",125,"1"
"10682",126,"1"
"10683",128,"1"
"10684",60,"1"
"10685",124,"1"
"10686",34,"1"
"10687",122,"1"
"10688",165,"1"
"10689",172,"1"
"10690",136,"1"
"10691",39,"1"
"10692",167,"1"
"10693",127,"1"
"10694",119,"1"
"10695",154,"1"
"10696",72,"1"
"10697",173,"1"
"10698",124,"1"
"10699",121,"1"
"10700",130,"1"
"10701",123,"1"
"10702",128,"1"
"10703",289,"2"
"10704",65,"1"
"10705",119,"1"
"10706",85,"1"
"10707",351,"2"
"10708",130,"1"
"10709",77,"1"
"10710",44,"1"
"10711",52,"1"
"10712",132,"1"
"10713",123,"1"
"10714",126,"1"
"10715",122,"1"
"10716",123,"1"
"10717",58,"1"
"10718",44,"1"
"10719",156,"1"
"10720",117,"1"
"10721",128,"1"
"10722",108,"1"
"10723",147,"1"
"10724",32,"1"
"10725",122,"1"
"10726",140,"1"
"10727",224,"2"
"10728",103,"1"
"10729",120,"1"
"10730",44,"1"
"10731",40,"1"
"10732",124,"1"
"10733",124,"1"
"10734",146,"1"
"10735",119,"1"
"10736",153,"1"
"10737",129,"1"
"10738",56,"1"
"10739",132,"1"
"10740",91,"1"
"10741",140,"1"
"10742",76,"1"
"10743",126,"1"
"10744",143,"1"
"10745",133,"1"
"10746",143,"1"
"10747",124,"1"
"10748",45,"1"
"10749",130,"1"
"10750",132,"1"
"10751",139,"1"
"10752",77,"1"
"10753",131,"1"
"10754",124,"1"
"10755",129,"1"
"10756",131,"1"
"10757",126,"1"
"10758",128,"1"
"10759",135,"1"
"10760",132,"1"
"10761",70,"1"
"10762",62,"1"
"10763",128,"1"
"10764",161,"1"
"10765",130,"1"
"10766",126,"1"
"10767",132,"1"
"10768",89,"1"
"10769",130,"1"
"10770",132,"1"
"10771",112,"1"
"10772",93,"1"
"10773",108,"1"
"10774",121,"1"
"10775",122,"1"
"10776",55,"1"
"10777",127,"1"
"10778",130,"1"
"10779",133,"1"
"10780",106,"1"
"10781",257,"2"
"10782",143,"1"
"10783",176,"1"
"10784",130,"1"
"10785",121,"1"
"10786",108,"1"
"10787",166,"1"
"10788",178,"1"
"10789",149,"1"
"10790",159,"1"
"10791",120,"1"
"10792",123,"1"
"10793",143,"1"
"10794",30,"1"
"10795",130,"1"
"10796",120,"1"
"10797",195,"2"
"10798",125,"1"
"10799",123,"1"
"10800",79,"1"
"10801",148,"1"
"10802",128,"1"
"10803",144,"1"
"10804",37,"1"
"10805",127,"1"
"10806",179,"1"
"10807",128,"1"
"10808",264,"2"
"10809",47,"1"
"10810",122,"1"
"10811",136,"1"
"10812",123,"1"
"10813",124,"1"
"10814",64,"1"
"10815",128,"1"
"10816",68,"1"
"10817",122,"1"
"10818",129,"1"
"10819",128,"1"
"10820",128,"1"
"10821",121,"1"
"10822",126,"1"
"10823",126,"1"
"10824",134,"1"
"10825",123,"1"
"10826",125,"1"
"10827",135,"1"
"10828",98,"1"
"10829",234,"2"
"10830",126,"1"
"10831",800,"2"
"10832",798,"2"
"10833",104,"1"
"10834",120,"1"
"10835",292,"2"
"10836",403,"2"
"10837",60,"1"
"10838",120,"1"
"10839",123,"1"
"10840",124,"1"
"10841",173,"1"
"10842",131,"1"
"10843",152,"1"
"10844",121,"1"
"10845",39,"1"
"10846",122,"1"
"10847",127,"1"
"10848",141,"1"
"10849",145,"1"
"10850",112,"1"
"10851",184,"1"
"10852",162,"1"
"10853",125,"1"
"10854",172,"1"
"10855",43,"1"
"10856",221,"2"
"10857",135,"1"
"10858",200,"2"
"10859",138,"1"
"10860",150,"1"
"10861",139,"1"
"10862",248,"2"
"10863",45,"1"
"10864",140,"1"
"10865",175,"1"
"10866",125,"1"
"10867",63,"1"
"10868",128,"1"
"10869",115,"1"
"10870",182,"1"
"10871",151,"1"
"10872",32,"1"
"10873",118,"1"
"10874",40,"1"
"10875",51,"1"
"10876",200,"2"
"10877",128,"1"
"10878",136,"1"
"10879",161,"1"
"10880",125,"1"
"10881",122,"1"
"10882",149,"1"
"10883",134,"1"
"10884",119,"1"
"10885",192,"2"
"10886",134,"1"
"10887",134,"1"
"10888",189,"2"
"10889",261,"2"
"10890",120,"1"
"10891",105,"1"
"10892",126,"1"
"10893",246,"2"
"10894",125,"1"
"10895",44,"1"
"10896",44,"1"
"10897",157,"1"
"10898",157,"1"
"10899",157,"1"
"10900",86,"1"
"10901",162,"1"
"10902",52,"1"
"10903",763,"2"
"10904",77,"1"
"10905",148,"1"
"10906",128,"1"
"10907",167,"1"
"10908",194,"2"
"10909",352,"2"
"10910",194,"2"
"10911",125,"1"
"10912",278,"2"
"10913",139,"1"
"10914",126,"1"
"10915",64,"1"
"10916",128,"1"
"10917",122,"1"
"10918",147,"1"
"10919",157,"1"
"10920",589,"2"
"10921",163,"1"
"10922",117,"1"
"10923",320,"2"
"10924",179,"1"
"10925",149,"1"
"10926",122,"1"
"10927",119,"1"
"10928",126,"1"
"10929",56,"1"
"10930",122,"1"
"10931",133,"1"
"10932",129,"1"
"10933",160,"1"
"10934",65,"1"
"10935",125,"1"
"10936",120,"1"
"10937",119,"1"
"10938",90,"1"
"10939",137,"1"
"10940",60,"1"
"10941",122,"1"
"10942",32,"1"
"10943",176,"1"
"10944",153,"1"
"10945",122,"1"
"10946",135,"1"
"10947",130,"1"
"10948",163,"1"
"10949",116,"1"
"10950",116,"1"
"10951",129,"1"
"10952",131,"1"
"10953",76,"1"
"10954",138,"1"
"10955",184,"1"
"10956",129,"1"
"10957",184,"1"
"10958",130,"1"
"10959",235,"2"
"10960",61,"1"
"10961",266,"2"
"10962",127,"1"
"10963",148,"1"
"10964",134,"1"
"10965",48,"1"
"10966",129,"1"
"10967",159,"1"
"10968",127,"1"
"10969",184,"1"
"10970",118,"1"
"10971",170,"1"
"10972",177,"1"
"10973",190,"2"
"10974",134,"1"
"10975",158,"1"
"10976",205,"2"
"10977",92,"1"
"10978",316,"2"
"10979",152,"1"
"10980",100,"1"
"10981",71,"1"
"10982",126,"1"
"10983",129,"1"
"10984",137,"1"
"10985",79,"1"
"10986",98,"1"
"10987",118,"1"
"10988",127,"1"
"10989",110,"1"
"10990",142,"1"
"10991",160,"1"
"10992",37,"1"
"10993",124,"1"
"10994",162,"1"
"10995",125,"1"
"10996",56,"1"
"10997",124,"1"
"10998",99,"1"
"10999",56,"1"
"11000",117,"1"
"11001",213,"2"
"11002",162,"1"
"11003",150,"1"
"11004",71,"1"
"11005",126,"1"
"11006",124,"1"
"11007",141,"1"
"11008",127,"1"
"11009",49,"1"
"11010",180,"1"
"11011",105,"1"
"11012",150,"1"
"11013",59,"1"
"11014",97,"1"
"11015",93,"1"
"11016",121,"1"
"11017",122,"1"
"11018",117,"1"
"11019",68,"1"
"11020",125,"1"
"11021",127,"1"
"11022",119,"1"
"11023",239,"2"
"11024",205,"2"
"11025",69,"1"
"11026",50,"1"
"11027",32,"1"
"11028",125,"1"
"11029",67,"1"
"11030",164,"1"
"11031",153,"1"
"11032",124,"1"
"11033",116,"1"
"11034",188,"2"
"11035",151,"1"
"11036",52,"1"
"11037",123,"1"
"11038",122,"1"
"11039",135,"1"
"11040",120,"1"
"11041",123,"1"
"11042",135,"1"
"11043",122,"1"
"11044",146,"1"
"11045",130,"1"
"11046",137,"1"
"11047",131,"1"
"11048",143,"1"
"11049",132,"1"
"11050",78,"1"
"11051",124,"1"
"11052",123,"1"
"11053",355,"2"
"11054",126,"1"
"11055",189,"2"
"11056",131,"1"
"11057",97,"1"
"11058",161,"1"
"11059",61,"1"
"11060",235,"2"
"11061",45,"1"
"11062",126,"1"
"11063",48,"1"
"11064",74,"1"
"11065",161,"1"
"11066",112,"1"
"11067",141,"1"
"11068",140,"1"
"11069",241,"2"
"11070",194,"2"
"11071",55,"1"
"11072",75,"1"
"11073",94,"1"
"11074",130,"1"
"11075",124,"1"
"11076",48,"1"
"11077",127,"1"
"11078",320,"2"
"11079",66,"1"
"11080",141,"1"
"11081",137,"1"
"11082",138,"1"
"11083",220,"2"
"11084",117,"1"
"11085",130,"1"
"11086",268,"2"
"11087",86,"1"
"11088",105,"1"
"11089",105,"1"
"11090",123,"1"
"11091",152,"1"
"11092",46,"1"
"11093",66,"1"
"11094",135,"1"
"11095",411,"2"
"11096",156,"1"
"11097",175,"1"
"11098",143,"1"
"11099",104,"1"
"11100",152,"1"
"11101",203,"2"
"11102",153,"1"
"11103",162,"1"
"11104",153,"1"
"11105",200,"2"
"11106",243,"2"
"11107",132,"1"
"11108",43,"1"
"11109",136,"1"
"11110",167,"1"
"11111",203,"2"
"11112",54,"1"
"11113",57,"1"
"11114",72,"1"
"11115",49,"1"
"11116",142,"1"
"11117",147,"1"
"11118",382,"2"
"11119",590,"2"
"11120",771,"2"
"11121",343,"2"
"11122",290,"2"
"11123",182,"1"
"11124",517,"2"
"11125",786,"2"
"11126",206,"2"
"11127",275,"2"
"11128",62,"1"
"11129",130,"1"
"11130",61,"1"
"11131",202,"2"
"11132",56,"1"
"11133",61,"1"
"11134",497,"2"
"11135",543,"2"
"11136",142,"1"
"11137",145,"1"
"11138",184,"1"
"11139",123,"1"
"11140",54,"1"
"11141",93,"1"
"11142",141,"1"
"11143",141,"1"
"11144",123,"1"
"11145",53,"1"
"11146",48,"1"
"11147",96,"1"
"11148",503,"2"
"11149",170,"1"
"11150",157,"1"
"11151",190,"2"
"11152",166,"1"
"11153",147,"1"
"11154",131,"1"
"11155",416,"2"
"11156",42,"1"
"11157",190,"2"
"11158",167,"1"
"11159",170,"1"
"11160",158,"1"
"11161",144,"1"
"11162",130,"1"
"11163",128,"1"
"11164",119,"1"
"11165",130,"1"
"11166",121,"1"
"11167",42,"1"
"11168",133,"1"
"11169",129,"1"
"11170",123,"1"
"11171",188,"2"
"11172",60,"1"
"11173",60,"1"
"11174",136,"1"
"11175",240,"2"
"11176",65,"1"
"11177",70,"1"
"11178",170,"1"
"11179",794,"2"
"11180",47,"1"
"11181",128,"1"
"11182",133,"1"
"11183",259,"2"
"11184",148,"1"
"11185",133,"1"
"11186",131,"1"
"11187",157,"1"
"11188",127,"1"
"11189",122,"1"
"11190",126,"1"
"11191",127,"1"
"11192",122,"1"
"11193",156,"1"
"11194",121,"1"
"11195",127,"1"
"11196",135,"1"
"11197",130,"1"
"11198",36,"1"
"11199",122,"1"
"11200",121,"1"
"11201",166,"1"
"11202",153,"1"
"11203",151,"1"
"11204",122,"1"
"11205",76,"1"
"11206",129,"1"
"11207",27,"1"
"11208",172,"1"
"11209",181,"1"
"11210",193,"2"
"11211",121,"1"
"11212",169,"1"
"11213",93,"1"
"11214",137,"1"
"11215",145,"1"
"11216",130,"1"
"11217",149,"1"
"11218",39,"1"
"11219",128,"1"
"11220",80,"1"
"11221",169,"1"
"11222",121,"1"
"11223",136,"1"
"11224",124,"1"
"11225",151,"1"
"11226",129,"1"
"11227",146,"1"
"11228",131,"1"
"11229",121,"1"
"11230",135,"1"
"11231",121,"1"
"11232",252,"2"
"11233",130,"1"
"11234",249,"2"
"11235",131,"1"
"11236",122,"1"
"11237",121,"1"
"11238",131,"1"
"11239",137,"1"
"11240",61,"1"
"11241",77,"1"
"11242",151,"1"
"11243",121,"1"
"11244",127,"1"
"11245",145,"1"
"11246",125,"1"
"11247",69,"1"
"11248",135,"1"
"11249",73,"1"
"11250",177,"1"
"11251",152,"1"
"11252",124,"1"
"11253",170,"1"
"11254",126,"1"
"11255",32,"1"
"11256",92,"1"
"11257",138,"1"
"11258",112,"1"
"11259",38,"1"
"11260",134,"1"
"11261",147,"1"
"11262",120,"1"
"11263",163,"1"
"11264",175,"1"
"11265",148,"1"
"11266",89,"1"
"11267",88,"1"
"11268",131,"1"
"11269",128,"1"
"11270",123,"1"
"11271",116,"1"
"11272",73,"1"
"11273",151,"1"
"11274",161,"1"
"11275",120,"1"
"11276",117,"1"
"11277",126,"1"
"11278",126,"1"
"11279",124,"1"
"11280",43,"1"
"11281",134,"1"
"11282",118,"1"
"11283",171,"1"
"11284",120,"1"
"11285",120,"1"
"11286",182,"1"
"11287",35,"1"
"11288",159,"1"
"11289",134,"1"
"11290",184,"1"
"11291",199,"2"
"11292",156,"1"
"11293",214,"2"
"11294",35,"1"
"11295",95,"1"
"11296",64,"1"
"11297",141,"1"
"11298",145,"1"
"11299",127,"1"
"11300",121,"1"
"11301",121,"1"
"11302",111,"1"
"11303",129,"1"
"11304",120,"1"
"11305",76,"1"
"11306",135,"1"
"11307",121,"1"
"11308",36,"1"
"11309",69,"1"
"11310",142,"1"
"11311",141,"1"
"11312",203,"2"
"11313",191,"2"
"11314",135,"1"
"11315",123,"1"
"11316",57,"1"
"11317",142,"1"
"11318",125,"1"
"11319",132,"1"
"11320",132,"1"
"11321",306,"2"
"11322",177,"1"
"11323",56,"1"
"11324",120,"1"
"11325",61,"1"
"11326",144,"1"
"11327",123,"1"
"11328",139,"1"
"11329",135,"1"
"11330",45,"1"
"11331",103,"1"
"11332",125,"1"
"11333",97,"1"
"11334",138,"1"
"11335",41,"1"
"11336",109,"1"
"11337",52,"1"
"11338",130,"1"
"11339",77,"1"
"11340",103,"1"
"11341",127,"1"
"11342",185,"1"
"11343",164,"1"
"11344",126,"1"
"11345",145,"1"
"11346",57,"1"
"11347",148,"1"
"11348",109,"1"
"11349",126,"1"
"11350",30,"1"
"11351",162,"1"
"11352",195,"2"
"11353",131,"1"
"11354",133,"1"
"11355",151,"1"
"11356",43,"1"
"11357",113,"1"
"11358",136,"1"
"11359",195,"2"
"11360",147,"1"
"11361",62,"1"
"11362",113,"1"
"11363",39,"1"
"11364",126,"1"
"11365",102,"1"
"11366",122,"1"
"11367",150,"1"
"11368",45,"1"
"11369",127,"1"
"11370",299,"2"
"11371",136,"1"
"11372",151,"1"
"11373",136,"1"
"11374",47,"1"
"11375",131,"1"
"11376",121,"1"
"11377",50,"1"
"11378",66,"1"
"11379",131,"1"
"11380",162,"1"
"11381",57,"1"
"11382",32,"1"
"11383",169,"1"
"11384",237,"2"
"11385",44,"1"
"11386",129,"1"
"11387",114,"1"
"11388",123,"1"
"11389",128,"1"
"11390",117,"1"
"11391",38,"1"
"11392",105,"1"
"11393",125,"1"
"11394",134,"1"
"11395",73,"1"
"11396",128,"1"
"11397",126,"1"
"11398",121,"1"
