"","len","cluster"
"25498",165,"1"
"25499",797,"2"
"25500",464,"2"
"25501",450,"2"
"25502",324,"2"
"25503",645,"2"
"25504",293,"2"
"25505",260,"2"
"25506",122,"1"
"25507",215,"2"
"25508",251,"2"
"25509",101,"1"
"25510",122,"1"
"25511",349,"2"
"25512",420,"2"
"25513",552,"2"
"25514",152,"1"
"25515",179,"1"
"25516",80,"1"
"25517",137,"1"
"25518",75,"1"
"25519",126,"1"
"25520",126,"1"
"25521",122,"1"
"25522",95,"1"
"25523",122,"1"
"25524",132,"1"
"25525",127,"1"
"25526",132,"1"
"25527",118,"1"
"25528",81,"1"
"25529",54,"1"
"25530",29,"1"
"25531",126,"1"
"25532",57,"1"
"25533",123,"1"
"25534",129,"1"
"25535",125,"1"
"25536",160,"1"
"25537",121,"1"
"25538",101,"1"
"25539",41,"1"
"25540",49,"1"
"25541",122,"1"
"25542",121,"1"
"25543",142,"1"
"25544",105,"1"
"25545",39,"1"
"25546",156,"1"
"25547",183,"1"
"25548",70,"1"
"25549",131,"1"
"25550",33,"1"
"25551",129,"1"
"25552",106,"1"
"25553",43,"1"
"25554",127,"1"
"25555",145,"1"
"25556",46,"1"
"25557",124,"1"
"25558",59,"1"
"25559",123,"1"
"25560",36,"1"
"25561",123,"1"
"25562",266,"2"
"25563",102,"1"
"25564",141,"1"
"25565",15,"1"
"25566",132,"1"
"25567",131,"1"
"25568",124,"1"
"25569",86,"1"
"25570",127,"1"
"25571",74,"1"
"25572",34,"1"
"25573",120,"1"
"25574",124,"1"
"25575",128,"1"
"25576",77,"1"
"25577",230,"2"
"25578",135,"1"
"25579",119,"1"
"25580",135,"1"
"25581",122,"1"
"25582",53,"1"
"25583",126,"1"
"25584",138,"1"
"25585",196,"2"
"25586",50,"1"
"25587",35,"1"
"25588",138,"1"
"25589",35,"1"
"25590",128,"1"
"25591",36,"1"
"25592",111,"1"
"25593",132,"1"
"25594",67,"1"
"25595",140,"1"
"25596",119,"1"
"25597",32,"1"
"25598",122,"1"
"25599",149,"1"
"25600",128,"1"
"25601",118,"1"
"25602",136,"1"
"25603",127,"1"
"25604",137,"1"
"25605",122,"1"
"25606",122,"1"
"25607",133,"1"
"25608",126,"1"
"25609",121,"1"
"25610",31,"1"
"25611",122,"1"
"25612",50,"1"
"25613",275,"2"
"25614",57,"1"
"25615",34,"1"
"25616",127,"1"
"25617",137,"1"
"25618",63,"1"
"25619",88,"1"
"25620",127,"1"
"25621",103,"1"
"25622",79,"1"
"25623",147,"1"
"25624",118,"1"
"25625",158,"1"
"25626",123,"1"
"25627",141,"1"
"25628",59,"1"
"25629",127,"1"
"25630",130,"1"
"25631",136,"1"
"25632",128,"1"
"25633",210,"2"
"25634",78,"1"
"25635",121,"1"
"25636",126,"1"
"25637",120,"1"
"25638",86,"1"
"25639",136,"1"
"25640",122,"1"
"25641",170,"1"
"25642",150,"1"
"25643",122,"1"
"25644",122,"1"
"25645",83,"1"
"25646",127,"1"
"25647",127,"1"
"25648",136,"1"
"25649",185,"1"
"25650",140,"1"
"25651",188,"2"
"25652",119,"1"
"25653",130,"1"
"25654",137,"1"
"25655",137,"1"
"25656",54,"1"
"25657",173,"1"
"25658",151,"1"
"25659",65,"1"
"25660",138,"1"
"25661",131,"1"
"25662",123,"1"
"25663",50,"1"
"25664",135,"1"
"25665",129,"1"
"25666",119,"1"
"25667",120,"1"
"25668",147,"1"
"25669",79,"1"
"25670",128,"1"
"25671",45,"1"
"25672",127,"1"
"25673",367,"2"
"25674",224,"2"
"25675",126,"1"
"25676",214,"2"
"25677",70,"1"
"25678",94,"1"
"25679",121,"1"
"25680",192,"2"
"25681",36,"1"
"25682",83,"1"
"25683",138,"1"
"25684",97,"1"
"25685",128,"1"
"25686",129,"1"
"25687",84,"1"
"25688",51,"1"
"25689",43,"1"
"25690",69,"1"
"25691",167,"1"
"25692",50,"1"
"25693",168,"1"
"25694",168,"1"
"25695",115,"1"
"25696",59,"1"
"25697",84,"1"
"25698",96,"1"
"25699",90,"1"
"25700",82,"1"
"25701",120,"1"
"25702",163,"1"
"25703",42,"1"
"25704",164,"1"
"25705",53,"1"
"25706",37,"1"
"25707",164,"1"
"25708",134,"1"
"25709",121,"1"
"25710",124,"1"
"25711",140,"1"
"25712",68,"1"
"25713",62,"1"
"25714",135,"1"
"25715",82,"1"
"25716",141,"1"
"25717",157,"1"
"25718",120,"1"
"25719",122,"1"
"25720",206,"2"
"25721",130,"1"
"25722",113,"1"
"25723",126,"1"
"25724",42,"1"
"25725",192,"2"
"25726",121,"1"
"25727",38,"1"
"25728",121,"1"
"25729",124,"1"
"25730",90,"1"
"25731",153,"1"
"25732",137,"1"
"25733",50,"1"
"25734",50,"1"
"25735",66,"1"
"25736",70,"1"
"25737",70,"1"
"25738",211,"2"
"25739",122,"1"
"25740",185,"1"
"25741",134,"1"
"25742",114,"1"
"25743",70,"1"
"25744",120,"1"
"25745",143,"1"
"25746",129,"1"
"25747",57,"1"
"25748",124,"1"
"25749",179,"1"
"25750",54,"1"
"25751",215,"2"
"25752",235,"2"
"25753",120,"1"
"25754",114,"1"
"25755",127,"1"
"25756",131,"1"
"25757",126,"1"
"25758",154,"1"
"25759",128,"1"
"25760",120,"1"
"25761",76,"1"
"25762",122,"1"
"25763",136,"1"
"25764",128,"1"
"25765",132,"1"
"25766",155,"1"
"25767",139,"1"
"25768",207,"2"
"25769",96,"1"
"25770",117,"1"
"25771",129,"1"
"25772",130,"1"
"25773",152,"1"
"25774",138,"1"
"25775",113,"1"
"25776",118,"1"
"25777",123,"1"
"25778",135,"1"
"25779",54,"1"
"25780",131,"1"
"25781",122,"1"
"25782",168,"1"
"25783",111,"1"
"25784",164,"1"
"25785",93,"1"
"25786",44,"1"
"25787",131,"1"
"25788",80,"1"
"25789",129,"1"
"25790",225,"2"
"25791",128,"1"
"25792",31,"1"
"25793",63,"1"
"25794",239,"2"
"25795",307,"2"
"25796",123,"1"
"25797",48,"1"
"25798",128,"1"
"25799",138,"1"
"25800",153,"1"
"25801",124,"1"
"25802",49,"1"
"25803",67,"1"
"25804",190,"2"
"25805",127,"1"
"25806",211,"2"
"25807",108,"1"
"25808",43,"1"
"25809",159,"1"
"25810",158,"1"
"25811",187,"1"
"25812",130,"1"
"25813",102,"1"
"25814",126,"1"
"25815",45,"1"
"25816",141,"1"
"25817",148,"1"
"25818",133,"1"
"25819",162,"1"
"25820",48,"1"
"25821",55,"1"
"25822",53,"1"
"25823",118,"1"
"25824",42,"1"
"25825",128,"1"
"25826",123,"1"
"25827",148,"1"
"25828",200,"2"
"25829",144,"1"
"25830",121,"1"
"25831",56,"1"
"25832",175,"1"
"25833",125,"1"
"25834",147,"1"
"25835",125,"1"
"25836",124,"1"
"25837",333,"2"
"25838",271,"2"
"25839",126,"1"
"25840",124,"1"
"25841",135,"1"
"25842",38,"1"
"25843",125,"1"
"25844",127,"1"
"25845",148,"1"
"25846",53,"1"
"25847",141,"1"
"25848",129,"1"
"25849",184,"1"
"25850",121,"1"
"25851",116,"1"
"25852",124,"1"
"25853",47,"1"
"25854",86,"1"
"25855",115,"1"
"25856",76,"1"
"25857",143,"1"
"25858",132,"1"
"25859",150,"1"
"25860",63,"1"
"25861",216,"2"
"25862",52,"1"
"25863",141,"1"
"25864",128,"1"
"25865",133,"1"
"25866",121,"1"
"25867",146,"1"
"25868",123,"1"
"25869",146,"1"
"25870",263,"2"
"25871",121,"1"
"25872",276,"2"
"25873",55,"1"
"25874",77,"1"
"25875",157,"1"
"25876",84,"1"
"25877",237,"2"
"25878",80,"1"
"25879",175,"1"
"25880",150,"1"
"25881",99,"1"
"25882",125,"1"
"25883",49,"1"
"25884",95,"1"
"25885",127,"1"
"25886",418,"2"
"25887",81,"1"
"25888",130,"1"
"25889",122,"1"
"25890",162,"1"
"25891",94,"1"
"25892",351,"2"
"25893",102,"1"
"25894",75,"1"
"25895",170,"1"
"25896",119,"1"
"25897",126,"1"
"25898",133,"1"
"25899",58,"1"
"25900",140,"1"
"25901",121,"1"
"25902",191,"2"
"25903",139,"1"
"25904",122,"1"
"25905",61,"1"
"25906",121,"1"
"25907",125,"1"
"25908",159,"1"
"25909",120,"1"
"25910",121,"1"
"25911",130,"1"
"25912",39,"1"
"25913",130,"1"
"25914",122,"1"
"25915",132,"1"
"25916",127,"1"
"25917",53,"1"
"25918",134,"1"
"25919",54,"1"
"25920",51,"1"
"25921",132,"1"
"25922",124,"1"
"25923",71,"1"
"25924",132,"1"
"25925",39,"1"
"25926",178,"1"
"25927",129,"1"
"25928",122,"1"
"25929",144,"1"
"25930",150,"1"
"25931",129,"1"
"25932",89,"1"
"25933",157,"1"
"25934",166,"1"
"25935",127,"1"
"25936",208,"2"
"25937",42,"1"
"25938",134,"1"
"25939",54,"1"
"25940",281,"2"
"25941",109,"1"
"25942",53,"1"
"25943",121,"1"
"25944",135,"1"
"25945",205,"2"
"25946",156,"1"
"25947",126,"1"
"25948",132,"1"
"25949",49,"1"
"25950",114,"1"
"25951",161,"1"
"25952",139,"1"
"25953",130,"1"
"25954",55,"1"
"25955",132,"1"
"25956",161,"1"
"25957",123,"1"
"25958",211,"2"
"25959",122,"1"
"25960",131,"1"
"25961",226,"2"
"25962",135,"1"
"25963",121,"1"
"25964",131,"1"
"25965",31,"1"
"25966",63,"1"
"25967",123,"1"
"25968",154,"1"
"25969",202,"2"
"25970",109,"1"
"25971",119,"1"
"25972",196,"2"
"25973",139,"1"
"25974",90,"1"
"25975",59,"1"
"25976",494,"2"
"25977",494,"2"
"25978",126,"1"
"25979",157,"1"
"25980",133,"1"
"25981",168,"1"
"25982",176,"1"
"25983",123,"1"
"25984",124,"1"
"25985",97,"1"
"25986",145,"1"
"25987",185,"1"
"25988",125,"1"
"25989",56,"1"
"25990",34,"1"
"25991",120,"1"
"25992",48,"1"
"25993",108,"1"
"25994",198,"2"
"25995",106,"1"
"25996",46,"1"
"25997",45,"1"
"25998",134,"1"
"25999",128,"1"
"26000",40,"1"
"26001",64,"1"
"26002",168,"1"
"26003",212,"2"
"26004",73,"1"
"26005",31,"1"
"26006",72,"1"
"26007",122,"1"
"26008",119,"1"
"26009",122,"1"
"26010",131,"1"
"26011",120,"1"
"26012",37,"1"
"26013",157,"1"
"26014",141,"1"
"26015",75,"1"
"26016",191,"2"
"26017",89,"1"
"26018",162,"1"
"26019",90,"1"
"26020",123,"1"
"26021",35,"1"
"26022",132,"1"
"26023",43,"1"
"26024",150,"1"
"26025",146,"1"
"26026",127,"1"
"26027",126,"1"
"26028",208,"2"
"26029",127,"1"
"26030",73,"1"
"26031",40,"1"
"26032",150,"1"
"26033",126,"1"
"26034",96,"1"
"26035",198,"2"
"26036",121,"1"
"26037",128,"1"
"26038",110,"1"
"26039",240,"2"
"26040",41,"1"
"26041",58,"1"
"26042",123,"1"
"26043",286,"2"
"26044",118,"1"
"26045",222,"2"
"26046",181,"1"
"26047",61,"1"
"26048",53,"1"
"26049",128,"1"
"26050",138,"1"
"26051",47,"1"
"26052",46,"1"
"26053",186,"1"
"26054",163,"1"
"26055",61,"1"
"26056",125,"1"
"26057",41,"1"
"26058",171,"1"
"26059",42,"1"
"26060",124,"1"
"26061",93,"1"
"26062",125,"1"
"26063",150,"1"
"26064",49,"1"
"26065",92,"1"
"26066",127,"1"
"26067",77,"1"
"26068",536,"2"
"26069",144,"1"
"26070",201,"2"
"26071",131,"1"
"26072",124,"1"
"26073",200,"2"
"26074",65,"1"
"26075",152,"1"
"26076",83,"1"
"26077",199,"2"
"26078",167,"1"
"26079",128,"1"
"26080",122,"1"
"26081",145,"1"
"26082",33,"1"
"26083",226,"2"
"26084",120,"1"
"26085",276,"2"
"26086",123,"1"
"26087",68,"1"
"26088",36,"1"
"26089",46,"1"
"26090",149,"1"
"26091",186,"1"
"26092",227,"2"
"26093",138,"1"
"26094",67,"1"
"26095",135,"1"
"26096",92,"1"
"26097",94,"1"
"26098",143,"1"
"26099",301,"2"
"26100",301,"2"
"26101",56,"1"
"26102",141,"1"
"26103",154,"1"
"26104",62,"1"
"26105",135,"1"
"26106",153,"1"
"26107",64,"1"
"26108",143,"1"
"26109",45,"1"
"26110",44,"1"
"26111",171,"1"
"26112",127,"1"
"26113",77,"1"
"26114",129,"1"
"26115",93,"1"
"26116",162,"1"
"26117",224,"2"
"26118",51,"1"
"26119",194,"2"
"26120",176,"1"
"26121",127,"1"
"26122",135,"1"
"26123",226,"2"
"26124",88,"1"
"26125",61,"1"
"26126",141,"1"
"26127",96,"1"
"26128",34,"1"
"26129",30,"1"
"26130",49,"1"
"26131",120,"1"
"26132",81,"1"
"26133",115,"1"
"26134",135,"1"
"26135",57,"1"
"26136",129,"1"
"26137",58,"1"
"26138",198,"2"
"26139",222,"2"
"26140",124,"1"
"26141",133,"1"
"26142",123,"1"
"26143",189,"2"
"26144",139,"1"
"26145",129,"1"
"26146",122,"1"
"26147",189,"2"
"26148",116,"1"
"26149",135,"1"
"26150",108,"1"
"26151",146,"1"
"26152",55,"1"
"26153",130,"1"
"26154",141,"1"
"26155",112,"1"
"26156",127,"1"
"26157",127,"1"
"26158",128,"1"
"26159",145,"1"
"26160",60,"1"
"26161",118,"1"
"26162",154,"1"
"26163",130,"1"
"26164",122,"1"
"26165",122,"1"
"26166",48,"1"
"26167",135,"1"
"26168",122,"1"
"26169",130,"1"
"26170",40,"1"
"26171",148,"1"
"26172",84,"1"
"26173",191,"2"
"26174",49,"1"
"26175",52,"1"
"26176",51,"1"
"26177",120,"1"
"26178",124,"1"
"26179",141,"1"
"26180",43,"1"
"26181",123,"1"
"26182",124,"1"
"26183",123,"1"
"26184",214,"2"
"26185",96,"1"
"26186",32,"1"
"26187",126,"1"
"26188",34,"1"
"26189",132,"1"
"26190",47,"1"
"26191",136,"1"
"26192",39,"1"
"26193",135,"1"
"26194",31,"1"
"26195",125,"1"
"26196",55,"1"
"26197",121,"1"
"26198",58,"1"
"26199",42,"1"
"26200",122,"1"
"26201",139,"1"
"26202",125,"1"
"26203",134,"1"
"26204",56,"1"
"26205",129,"1"
"26206",37,"1"
"26207",117,"1"
"26208",59,"1"
"26209",67,"1"
"26210",110,"1"
"26211",126,"1"
"26212",208,"2"
"26213",49,"1"
"26214",270,"2"
"26215",128,"1"
"26216",134,"1"
"26217",125,"1"
"26218",45,"1"
"26219",121,"1"
"26220",149,"1"
"26221",130,"1"
"26222",124,"1"
"26223",38,"1"
"26224",137,"1"
"26225",143,"1"
"26226",130,"1"
"26227",41,"1"
"26228",135,"1"
"26229",180,"1"
"26230",133,"1"
"26231",137,"1"
"26232",42,"1"
"26233",138,"1"
"26234",127,"1"
"26235",133,"1"
"26236",150,"1"
"26237",151,"1"
"26238",159,"1"
"26239",176,"1"
"26240",58,"1"
"26241",125,"1"
"26242",124,"1"
"26243",114,"1"
"26244",152,"1"
"26245",144,"1"
"26246",55,"1"
"26247",130,"1"
"26248",205,"2"
"26249",160,"1"
"26250",132,"1"
"26251",121,"1"
"26252",136,"1"
"26253",111,"1"
"26254",84,"1"
"26255",126,"1"
"26256",141,"1"
"26257",125,"1"
"26258",202,"2"
"26259",126,"1"
"26260",122,"1"
"26261",58,"1"
"26262",78,"1"
"26263",69,"1"
"26264",187,"1"
"26265",164,"1"
"26266",95,"1"
"26267",77,"1"
"26268",61,"1"
"26269",195,"2"
"26270",88,"1"
"26271",124,"1"
"26272",293,"2"
"26273",163,"1"
"26274",45,"1"
"26275",136,"1"
"26276",775,"2"
"26277",55,"1"
"26278",43,"1"
"26279",150,"1"
"26280",150,"1"
"26281",134,"1"
"26282",100,"1"
"26283",201,"2"
"26284",128,"1"
"26285",126,"1"
"26286",125,"1"
"26287",98,"1"
"26288",213,"2"
"26289",118,"1"
"26290",127,"1"
"26291",126,"1"
"26292",121,"1"
"26293",124,"1"
"26294",158,"1"
"26295",71,"1"
"26296",31,"1"
"26297",128,"1"
"26298",171,"1"
"26299",133,"1"
"26300",127,"1"
"26301",56,"1"
"26302",57,"1"
"26303",158,"1"
"26304",202,"2"
"26305",127,"1"
"26306",134,"1"
"26307",179,"1"
"26308",75,"1"
"26309",124,"1"
"26310",144,"1"
"26311",162,"1"
"26312",61,"1"
"26313",111,"1"
"26314",88,"1"
"26315",131,"1"
"26316",119,"1"
"26317",46,"1"
"26318",86,"1"
"26319",143,"1"
"26320",121,"1"
"26321",66,"1"
"26322",51,"1"
"26323",149,"1"
"26324",140,"1"
"26325",153,"1"
"26326",73,"1"
"26327",144,"1"
"26328",136,"1"
"26329",160,"1"
"26330",53,"1"
"26331",104,"1"
"26332",122,"1"
"26333",166,"1"
"26334",127,"1"
"26335",136,"1"
"26336",124,"1"
"26337",197,"2"
"26338",131,"1"
"26339",126,"1"
"26340",162,"1"
"26341",80,"1"
"26342",95,"1"
"26343",180,"1"
"26344",105,"1"
"26345",155,"1"
"26346",216,"2"
"26347",72,"1"
"26348",49,"1"
"26349",131,"1"
"26350",132,"1"
"26351",146,"1"
"26352",56,"1"
"26353",56,"1"
"26354",131,"1"
"26355",77,"1"
"26356",94,"1"
"26357",57,"1"
"26358",136,"1"
"26359",133,"1"
"26360",177,"1"
"26361",128,"1"
"26362",224,"2"
"26363",124,"1"
"26364",97,"1"
"26365",123,"1"
"26366",184,"1"
"26367",121,"1"
"26368",128,"1"
"26369",173,"1"
"26370",125,"1"
"26371",170,"1"
"26372",125,"1"
"26373",119,"1"
"26374",145,"1"
"26375",45,"1"
"26376",114,"1"
"26377",161,"1"
"26378",139,"1"
"26379",47,"1"
"26380",120,"1"
"26381",43,"1"
"26382",71,"1"
"26383",121,"1"
"26384",179,"1"
"26385",76,"1"
"26386",126,"1"
"26387",119,"1"
"26388",106,"1"
"26389",137,"1"
"26390",134,"1"
"26391",158,"1"
"26392",171,"1"
"26393",43,"1"
"26394",56,"1"
"26395",224,"2"
"26396",144,"1"
"26397",122,"1"
"26398",134,"1"
"26399",112,"1"
"26400",162,"1"
"26401",135,"1"
"26402",116,"1"
"26403",246,"2"
"26404",41,"1"
"26405",48,"1"
"26406",147,"1"
"26407",182,"1"
"26408",123,"1"
"26409",64,"1"
"26410",124,"1"
"26411",116,"1"
"26412",146,"1"
"26413",66,"1"
"26414",181,"1"
"26415",159,"1"
"26416",108,"1"
"26417",110,"1"
"26418",121,"1"
"26419",136,"1"
"26420",125,"1"
"26421",123,"1"
"26422",121,"1"
"26423",88,"1"
"26424",141,"1"
"26425",42,"1"
"26426",141,"1"
"26427",124,"1"
"26428",140,"1"
"26429",124,"1"
"26430",120,"1"
"26431",151,"1"
"26432",129,"1"
"26433",121,"1"
"26434",40,"1"
"26435",137,"1"
"26436",122,"1"
"26437",122,"1"
"26438",164,"1"
"26439",117,"1"
"26440",285,"2"
"26441",37,"1"
"26442",241,"2"
"26443",122,"1"
"26444",122,"1"
"26445",47,"1"
"26446",122,"1"
"26447",123,"1"
"26448",43,"1"
"26449",48,"1"
"26450",127,"1"
"26451",54,"1"
"26452",53,"1"
"26453",80,"1"
"26454",196,"2"
"26455",44,"1"
"26456",134,"1"
"26457",34,"1"
"26458",167,"1"
"26459",78,"1"
"26460",121,"1"
"26461",38,"1"
"26462",60,"1"
"26463",145,"1"
"26464",49,"1"
"26465",124,"1"
"26466",120,"1"
"26467",125,"1"
"26468",120,"1"
"26469",123,"1"
"26470",136,"1"
"26471",121,"1"
"26472",153,"1"
"26473",46,"1"
"26474",153,"1"
"26475",50,"1"
"26476",311,"2"
"26477",44,"1"
"26478",106,"1"
"26479",127,"1"
"26480",136,"1"
"26481",152,"1"
"26482",46,"1"
"26483",139,"1"
"26484",115,"1"
"26485",41,"1"
"26486",41,"1"
"26487",96,"1"
"26488",185,"1"
"26489",130,"1"
"26490",126,"1"
"26491",163,"1"
"26492",155,"1"
"26493",55,"1"
"26494",192,"2"
"26495",253,"2"
"26496",61,"1"
"26497",197,"2"
"26498",34,"1"
"26499",167,"1"
"26500",113,"1"
"26501",124,"1"
"26502",243,"2"
"26503",126,"1"
"26504",48,"1"
"26505",424,"2"
"26506",132,"1"
"26507",274,"2"
"26508",70,"1"
"26509",143,"1"
"26510",75,"1"
"26511",334,"2"
"26512",149,"1"
"26513",124,"1"
"26514",152,"1"
"26515",300,"2"
"26516",128,"1"
"26517",60,"1"
"26518",135,"1"
"26519",121,"1"
"26520",130,"1"
"26521",322,"2"
"26522",130,"1"
"26523",123,"1"
"26524",128,"1"
"26525",123,"1"
"26526",124,"1"
"26527",133,"1"
"26528",39,"1"
"26529",126,"1"
"26530",123,"1"
"26531",50,"1"
"26532",129,"1"
"26533",125,"1"
"26534",104,"1"
"26535",132,"1"
"26536",134,"1"
"26537",141,"1"
"26538",62,"1"
"26539",201,"2"
"26540",43,"1"
"26541",38,"1"
"26542",126,"1"
"26543",122,"1"
"26544",126,"1"
"26545",127,"1"
"26546",53,"1"
"26547",36,"1"
"26548",124,"1"
"26549",132,"1"
"26550",61,"1"
"26551",70,"1"
"26552",133,"1"
"26553",97,"1"
"26554",45,"1"
"26555",141,"1"
"26556",139,"1"
"26557",133,"1"
"26558",57,"1"
"26559",177,"1"
"26560",123,"1"
"26561",125,"1"
"26562",320,"2"
"26563",240,"2"
"26564",46,"1"
"26565",134,"1"
"26566",131,"1"
"26567",129,"1"
"26568",139,"1"
"26569",134,"1"
"26570",32,"1"
"26571",56,"1"
"26572",59,"1"
"26573",148,"1"
"26574",126,"1"
"26575",143,"1"
"26576",123,"1"
"26577",164,"1"
"26578",103,"1"
"26579",39,"1"
"26580",122,"1"
"26581",124,"1"
"26582",145,"1"
"26583",127,"1"
"26584",56,"1"
"26585",94,"1"
"26586",189,"2"
"26587",84,"1"
"26588",79,"1"
"26589",43,"1"
"26590",121,"1"
"26591",155,"1"
"26592",69,"1"
"26593",129,"1"
"26594",39,"1"
"26595",124,"1"
"26596",150,"1"
"26597",130,"1"
"26598",148,"1"
"26599",128,"1"
"26600",174,"1"
"26601",116,"1"
"26602",316,"2"
"26603",200,"2"
"26604",111,"1"
"26605",186,"1"
"26606",550,"2"
"26607",72,"1"
"26608",132,"1"
"26609",81,"1"
"26610",116,"1"
"26611",144,"1"
"26612",206,"2"
"26613",125,"1"
"26614",111,"1"
"26615",102,"1"
"26616",156,"1"
"26617",124,"1"
"26618",144,"1"
"26619",37,"1"
"26620",163,"1"
"26621",149,"1"
"26622",39,"1"
"26623",70,"1"
"26624",254,"2"
"26625",64,"1"
"26626",110,"1"
"26627",141,"1"
"26628",57,"1"
"26629",57,"1"
"26630",53,"1"
"26631",48,"1"
"26632",128,"1"
"26633",41,"1"
"26634",151,"1"
"26635",56,"1"
"26636",36,"1"
"26637",134,"1"
"26638",139,"1"
"26639",316,"2"
"26640",93,"1"
"26641",153,"1"
"26642",143,"1"
"26643",127,"1"
"26644",154,"1"
"26645",134,"1"
"26646",66,"1"
"26647",33,"1"
"26648",80,"1"
"26649",129,"1"
"26650",187,"1"
"26651",62,"1"
"26652",149,"1"
"26653",68,"1"
"26654",182,"1"
"26655",27,"1"
"26656",50,"1"
"26657",127,"1"
"26658",158,"1"
"26659",152,"1"
"26660",188,"2"
"26661",136,"1"
"26662",62,"1"
"26663",180,"1"
"26664",43,"1"
"26665",161,"1"
"26666",152,"1"
"26667",77,"1"
"26668",185,"1"
"26669",388,"2"
"26670",150,"1"
"26671",129,"1"
"26672",134,"1"
"26673",174,"1"
"26674",53,"1"
"26675",125,"1"
"26676",158,"1"
"26677",125,"1"
"26678",46,"1"
"26679",133,"1"
"26680",123,"1"
"26681",160,"1"
"26682",50,"1"
"26683",85,"1"
"26684",46,"1"
"26685",119,"1"
"26686",124,"1"
"26687",168,"1"
"26688",156,"1"
"26689",70,"1"
"26690",163,"1"
"26691",138,"1"
"26692",173,"1"
"26693",138,"1"
"26694",130,"1"
"26695",219,"2"
"26696",141,"1"
"26697",321,"2"
"26698",124,"1"
"26699",123,"1"
"26700",116,"1"
"26701",130,"1"
"26702",126,"1"
"26703",126,"1"
"26704",133,"1"
"26705",161,"1"
"26706",136,"1"
"26707",122,"1"
"26708",129,"1"
"26709",137,"1"
"26710",120,"1"
"26711",135,"1"
"26712",135,"1"
"26713",128,"1"
"26714",123,"1"
"26715",128,"1"
"26716",183,"1"
"26717",141,"1"
"26718",126,"1"
"26719",124,"1"
"26720",123,"1"
"26721",66,"1"
"26722",140,"1"
"26723",32,"1"
"26724",64,"1"
"26725",157,"1"
"26726",139,"1"
"26727",63,"1"
"26728",149,"1"
"26729",120,"1"
"26730",113,"1"
"26731",143,"1"
"26732",41,"1"
"26733",37,"1"
"26734",48,"1"
"26735",242,"2"
"26736",331,"2"
"26737",135,"1"
"26738",119,"1"
"26739",138,"1"
"26740",152,"1"
"26741",74,"1"
"26742",127,"1"
"26743",176,"1"
"26744",122,"1"
"26745",67,"1"
"26746",128,"1"
"26747",28,"1"
"26748",111,"1"
"26749",428,"2"
"26750",155,"1"
"26751",120,"1"
"26752",169,"1"
"26753",185,"1"
"26754",35,"1"
"26755",142,"1"
"26756",75,"1"
"26757",74,"1"
"26758",136,"1"
"26759",123,"1"
"26760",162,"1"
"26761",278,"2"
"26762",123,"1"
"26763",52,"1"
"26764",144,"1"
"26765",147,"1"
"26766",217,"2"
"26767",167,"1"
"26768",152,"1"
"26769",110,"1"
"26770",137,"1"
"26771",77,"1"
"26772",120,"1"
"26773",158,"1"
"26774",104,"1"
"26775",116,"1"
"26776",122,"1"
"26777",126,"1"
"26778",129,"1"
"26779",83,"1"
"26780",115,"1"
"26781",142,"1"
"26782",53,"1"
"26783",108,"1"
"26784",119,"1"
"26785",123,"1"
"26786",155,"1"
"26787",126,"1"
"26788",71,"1"
"26789",72,"1"
"26790",77,"1"
"26791",58,"1"
"26792",68,"1"
"26793",139,"1"
"26794",71,"1"
"26795",253,"2"
"26796",30,"1"
"26797",150,"1"
"26798",463,"2"
"26799",159,"1"
"26800",96,"1"
"26801",160,"1"
"26802",62,"1"
"26803",87,"1"
"26804",159,"1"
"26805",57,"1"
"26806",170,"1"
"26807",214,"2"
"26808",52,"1"
"26809",130,"1"
"26810",42,"1"
"26811",179,"1"
"26812",134,"1"
"26813",128,"1"
"26814",128,"1"
"26815",164,"1"
"26816",196,"2"
"26817",128,"1"
"26818",83,"1"
"26819",48,"1"
"26820",61,"1"
"26821",126,"1"
"26822",138,"1"
"26823",37,"1"
"26824",55,"1"
"26825",110,"1"
"26826",120,"1"
"26827",119,"1"
"26828",176,"1"
"26829",76,"1"
"26830",48,"1"
"26831",128,"1"
"26832",136,"1"
"26833",126,"1"
"26834",123,"1"
"26835",141,"1"
"26836",92,"1"
"26837",61,"1"
"26838",119,"1"
"26839",131,"1"
"26840",51,"1"
"26841",118,"1"
"26842",173,"1"
"26843",55,"1"
"26844",160,"1"
"26845",159,"1"
"26846",121,"1"
"26847",176,"1"
"26848",138,"1"
"26849",143,"1"
"26850",125,"1"
"26851",140,"1"
"26852",104,"1"
"26853",170,"1"
"26854",141,"1"
"26855",150,"1"
"26856",59,"1"
"26857",123,"1"
"26858",40,"1"
"26859",201,"2"
"26860",134,"1"
"26861",54,"1"
"26862",198,"2"
"26863",124,"1"
"26864",132,"1"
"26865",57,"1"
"26866",116,"1"
"26867",134,"1"
"26868",132,"1"
"26869",168,"1"
"26870",140,"1"
"26871",79,"1"
"26872",83,"1"
"26873",121,"1"
"26874",44,"1"
"26875",50,"1"
"26876",127,"1"
"26877",52,"1"
"26878",132,"1"
"26879",67,"1"
"26880",68,"1"
"26881",47,"1"
"26882",45,"1"
"26883",122,"1"
"26884",189,"2"
"26885",65,"1"
"26886",68,"1"
"26887",194,"2"
"26888",269,"2"
"26889",100,"1"
"26890",120,"1"
"26891",70,"1"
"26892",139,"1"
"26893",136,"1"
"26894",89,"1"
"26895",134,"1"
"26896",46,"1"
